"ruleId","type","fieldId","description","noticeId (null means all)","condition","expression","target","severity","codeListId","codeListParentId"
"BR-BT-00195-2774","value_check","BT-195(BT-773)-Tender","The BT-195(BT-773)-Tender Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2775","value_check","BT-195(BT-731)-Tender","The BT-195(BT-731)-Tender Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2776","value_check","BT-195(BT-730)-Tender","The BT-195(BT-730)-Tender Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2779","value_check","BT-195(BT-09)-Procedure","The BT-195(BT-09)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2780","value_check","BT-195(BT-105)-Procedure","The BT-195(BT-105)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2781","value_check","BT-195(BT-88)-Procedure","The BT-195(BT-88)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2782","value_check","BT-195(BT-106)-Procedure","The BT-195(BT-106)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2783","value_check","BT-195(BT-1351)-Procedure","The BT-195(BT-1351)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2784","value_check","BT-195(BT-136)-Procedure","The BT-195(BT-136)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2785","value_check","BT-195(BT-1252)-Procedure","The BT-195(BT-1252)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2786","value_check","BT-195(BT-135)-Procedure","The BT-195(BT-135)-Procedure Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2787","value_check","BT-195(BT-733)-LotsGroup","The BT-195(BT-733)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2788","value_check","BT-195(BT-543)-LotsGroup","The BT-195(BT-543)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2789","value_check","BT-195(BT-5421)-LotsGroup","The BT-195(BT-5421)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2790","value_check","BT-195(BT-5422)-LotsGroup","The BT-195(BT-5422)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2791","value_check","BT-195(BT-5423)-LotsGroup","The BT-195(BT-5423)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2792","value_check","BT-195(BT-541)-LotsGroup","The BT-195(BT-541)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2793","value_check","BT-195(BT-734)-LotsGroup","The BT-195(BT-734)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2794","value_check","BT-195(BT-539)-LotsGroup","The BT-195(BT-539)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2795","value_check","BT-195(BT-540)-LotsGroup","The BT-195(BT-540)-LotsGroup Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2796","value_check","BT-195(BT-733)-Lot","The BT-195(BT-733)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2797","value_check","BT-195(BT-543)-Lot","The BT-195(BT-543)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2798","value_check","BT-195(BT-5421)-Lot","The BT-195(BT-5421)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2799","value_check","BT-195(BT-5422)-Lot","The BT-195(BT-5422)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2800","value_check","BT-195(BT-5423)-Lot","The BT-195(BT-5423)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2801","value_check","BT-195(BT-541)-Lot","The BT-195(BT-541)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2802","value_check","BT-195(BT-734)-Lot","The BT-195(BT-734)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2803","value_check","BT-195(BT-539)-Lot","The BT-195(BT-539)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-2804","value_check","BT-195(BT-540)-Lot","The BT-195(BT-540)-Lot Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-3009","value_check","BT-195(BT-1118)-NoticeResult","The BT-195(BT-1118)-NoticeResult Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-3061","value_check","BT-195(BT-1561)-NoticeResult","The BT-195(BT-1561)-NoticeResult Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-3063","value_check","BT-195(BT-635)-LotResult","The BT-195(BT-635)-LotResult Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-3064","value_check","BT-195(BT-636)-LotResult","The BT-195(BT-636)-LotResult Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00195-3115","value_check","BT-195(BT-660)-LotResult","The BT-195(BT-660)-LotResult Unpublished Identification must contain one of the values of the code list non-publication-identifier.","NULL","NULL","NULL","all","ERROR","non-publication-identifier","NULL"
"BR-BT-00197-2755","value_check","BT-197(BT-118)-NoticeResult","The BT-197(BT-118)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2756","value_check","BT-197(BT-161)-NoticeResult","The BT-197(BT-161)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2757","value_check","BT-197(BT-556)-NoticeResult","The BT-197(BT-556)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2758","value_check","BT-197(BT-156)-NoticeResult","The BT-197(BT-156)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2759","value_check","BT-197(BT-142)-LotResult","The BT-197(BT-142)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2760","value_check","BT-197(BT-710)-LotResult","The BT-197(BT-710)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2761","value_check","BT-197(BT-711)-LotResult","The BT-197(BT-711)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2762","value_check","BT-197(BT-709)-LotResult","The BT-197(BT-709)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2763","value_check","BT-197(BT-712)-LotResult","The BT-197(BT-712)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2764","value_check","BT-197(BT-144)-LotResult","The BT-197(BT-144)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2765","value_check","BT-197(BT-760)-LotResult","The BT-197(BT-760)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2766","value_check","BT-197(BT-759)-LotResult","The BT-197(BT-759)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2767","value_check","BT-197(BT-171)-Tender","The BT-197(BT-171)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2768","value_check","BT-197(BT-193)-Tender","The BT-197(BT-193)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2769","value_check","BT-197(BT-720)-Tender","The BT-197(BT-720)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2770","value_check","BT-197(BT-162)-Tender","The BT-197(BT-162)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2771","value_check","BT-197(BT-160)-Tender","The BT-197(BT-160)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2772","value_check","BT-197(BT-163)-Tender","The BT-197(BT-163)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2773","value_check","BT-197(BT-191)-Tender","The BT-197(BT-191)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2774","value_check","BT-197(BT-553)-Tender","The BT-197(BT-553)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2775","value_check","BT-197(BT-554)-Tender","The BT-197(BT-554)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2776","value_check","BT-197(BT-555)-Tender","The BT-197(BT-555)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2777","value_check","BT-197(BT-773)-Tender","The BT-197(BT-773)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2778","value_check","BT-197(BT-731)-Tender","The BT-197(BT-731)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2779","value_check","BT-197(BT-730)-Tender","The BT-197(BT-730)-Tender Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2782","value_check","BT-197(BT-09)-Procedure","The BT-197(BT-09)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2783","value_check","BT-197(BT-105)-Procedure","The BT-197(BT-105)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2784","value_check","BT-197(BT-88)-Procedure","The BT-197(BT-88)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2785","value_check","BT-197(BT-106)-Procedure","The BT-197(BT-106)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2786","value_check","BT-197(BT-1351)-Procedure","The BT-197(BT-1351)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2787","value_check","BT-197(BT-136)-Procedure","The BT-197(BT-136)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2788","value_check","BT-197(BT-1252)-Procedure","The BT-197(BT-1252)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2789","value_check","BT-197(BT-135)-Procedure","The BT-197(BT-135)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2790","value_check","BT-197(BT-733)-LotsGroup","The BT-197(BT-733)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2791","value_check","BT-197(BT-543)-LotsGroup","The BT-197(BT-543)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2792","value_check","BT-197(BT-5421)-LotsGroup","The BT-197(BT-5421)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2793","value_check","BT-197(BT-5422)-LotsGroup","The BT-197(BT-5422)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2794","value_check","BT-197(BT-5423)-LotsGroup","The BT-197(BT-5423)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2795","value_check","BT-197(BT-541)-LotsGroup","The BT-197(BT-541)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2796","value_check","BT-197(BT-734)-LotsGroup","The BT-197(BT-734)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2797","value_check","BT-197(BT-539)-LotsGroup","The BT-197(BT-539)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2798","value_check","BT-197(BT-540)-LotsGroup","The BT-197(BT-540)-LotsGroup Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2799","value_check","BT-197(BT-733)-Lot","The BT-197(BT-733)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2800","value_check","BT-197(BT-543)-Lot","The BT-197(BT-543)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2801","value_check","BT-197(BT-5421)-Lot","The BT-197(BT-5421)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2802","value_check","BT-197(BT-5422)-Lot","The BT-197(BT-5422)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2803","value_check","BT-197(BT-5423)-Lot","The BT-197(BT-5423)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2804","value_check","BT-197(BT-541)-Lot","The BT-197(BT-541)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2805","value_check","BT-197(BT-734)-Lot","The BT-197(BT-734)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2806","value_check","BT-197(BT-539)-Lot","The BT-197(BT-539)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-2807","value_check","BT-197(BT-540)-Lot","The BT-197(BT-540)-Lot Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-3694","value_check","BT-197(BT-1118)-NoticeResult","The BT-197(BT-1118)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-3755","value_check","BT-197(BT-1561)-NoticeResult","The BT-197(BT-1561)-NoticeResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-4075","value_check","BT-197(BT-635)-LotResult","The BT-197(BT-635)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-4076","value_check","BT-197(BT-636)-LotResult","The BT-197(BT-636)-Procedure Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00197-4139","value_check","BT-197(BT-660)-LotResult","The BT-197(BT-660)-LotResult Unpublished Justification Code must contain one of the values of the code list non-publication-justification.","NULL","NULL","NULL","all","ERROR","non-publication-justification","NULL"
"BR-BT-00200-0052","value_check","BT-200-Contract","The BT-200-Contract Modification Reason Code must contain one of the values of the code list modification-justification.","NULL","NULL","NULL","all","ERROR","modification-justification","NULL"
"BR-BT-00262-0153","value_check","BT-262-Procedure","The BT-262-Procedure Main Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00262-0154","value_check","BT-262-Part","The BT-262-Part Main Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00262-0155","value_check","BT-262-Lot","The BT-262-Lot Main Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00263-0151","value_check","BT-263-Procedure","The BT-263-Procedure Additional Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00263-0152","value_check","BT-263-Part","The BT-263-Part Additional Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00263-0153","value_check","BT-263-Lot","The BT-263-Lot Additional Classification Code must contain one of the values of the code list cpv.","NULL","NULL","NULL","all","ERROR","cpv","NULL"
"BR-BT-00507-0205","value_check","BT-507-Organization-Company","The BT-507-Organization-Company Country Subdivision must contain one of the values of the code list nuts.","NULL","NULL","NULL","all","ERROR","nuts-lvl3","nuts"
"BR-BT-00507-0206","value_check","BT-507-Organization-TouchPoint","The BT-507-Organization-TouchPoint Country Subdivision must contain one of the values of the code list nuts.","NULL","NULL","NULL","all","ERROR","nuts-lvl3","nuts"
"BR-BT-00507-0207","value_check","BT-507-UBO","The BT-507-UBO Country Subdivision must contain one of the values of the code list nuts.","NULL","NULL","NULL","all","ERROR","nuts-lvl3","nuts"
"BR-BT-00507-0208","value_check","BT-507-Business","The BT-507-Business NUTS code must contain one of the values of the code list nuts.","NULL","NULL","NULL","all","ERROR","nuts-lvl3","nuts"
"BR-BT-00514-0205","value_check","BT-514-Organization-Company","The BT-514-Organization-Company Country Code must contain one of the values of the code list country.","NULL","NULL","NULL","all","ERROR","eforms-country","country"
"BR-BT-00514-0206","value_check","BT-514-Organization-TouchPoint","The BT-514-Organization-TouchPoint Country Code must contain one of the values of the code list country.","NULL","NULL","NULL","all","ERROR","eforms-country","country"
"BR-BT-00514-0207","value_check","BT-514-UBO","The BT-514-UBO Country Code must contain one of the values of the code list country.","NULL","NULL","NULL","all","ERROR","eforms-country","country"
"BR-BT-00514-0208","value_check","BT-514-Business","The BT-514-Business Country must contain one of the values of the code list country.","NULL","NULL","NULL","all","ERROR","eforms-country","country"
"BR-BT-00531-0151","value_check","BT-531-Procedure","The BT-531-Procedure Additional Nature (different from Main) must contain one of the values of the code list eforms-contract-nature.","NULL","NULL","NULL","all","ERROR","eforms-contract-nature","contract-nature"
"BR-BT-00531-0152","value_check","BT-531-Part","The BT-531-Part Additional Nature (different from Main) must contain one of the values of the code list eforms-contract-nature.","NULL","NULL","NULL","all","ERROR","eforms-contract-nature","contract-nature"
"BR-BT-00531-0153","value_check","BT-531-Lot","The BT-531-Lot Additional Nature (different from Main) must contain one of the values of the code list eforms-contract-nature.","NULL","NULL","NULL","all","ERROR","eforms-contract-nature","contract-nature"
"BR-BT-00538-0103","value_check","BT-538-Part","The BT-538-Part Duration Other must contain one of the values of the code list duration.","NULL","NULL","NULL","all","ERROR","duration","timeperiod"
"BR-BT-00538-0104","value_check","BT-538-Lot","The BT-538-Lot Duration Other must contain one of the values of the code list duration.","NULL","NULL","NULL","all","ERROR","duration","timeperiod"
"BR-BT-00539-0103","value_check","BT-539-LotsGroup","The BT-539-LotsGroup Award Criterion Type must contain one of the values of the code list award-criterion-type.","NULL","NULL","NULL","all","ERROR","award-criterion-type","NULL"
"BR-BT-00539-0104","value_check","BT-539-Lot","The BT-539-Lot Award Criterion Type must contain one of the values of the code list award-criterion-type.","NULL","NULL","NULL","all","ERROR","award-criterion-type","NULL"
"BR-BT-00578-0052","value_check","BT-578-Lot","The BT-578-Lot Security Clearance must contain one of the values of the code list required.","NULL","NULL","NULL","all","ERROR","required","NULL"
"BR-BT-00610-0052","value_check","BT-610-Procedure-Buyer","The BT-610-Procedure-Buyer Activity Entity must contain one of the values of the code list entity-activity.","NULL","NULL","NULL","all","ERROR","entity-activity","NULL"
"BR-BT-00625-0052","value_check","BT-625-Lot","The BT-625-Lot Unit must contain one of the values of the code list measurement-unit.","NULL","NULL","NULL","all","ERROR","measurement-unit","NULL"
"BR-BT-00636-0052","value_check","BT-636-LotResult","The BT-636-LotResult Buyer Review Requets Irregularity Type must contain one of the values of the code list irregularity-type.","NULL","NULL","NULL","all","ERROR","irregularity-type","NULL"
"BR-BT-00651-0051","value_check","BT-651-Lot","The BT-651-Lot Subcontracting Tender Indication must contain one of the values of the code list subcontracting-indication.","NULL","NULL","NULL","all","ERROR","subcontracting-indication","NULL"
