"ruleId","type","fieldId","description","noticeId (null means all)","condition","expression","target","severity","patternId"
"BR-OPT-00210-0052","pattern_matching","OPT-210-Tenderer","The OPT-210 Tendering Party ID must match the 'TenderPartyID' pattern at Tenderer level.","NULL","NULL","NULL","all","ERROR","TenderPartyID"
"BR-OPT-00300-0201","pattern_matching","OPT-300-Procedure-SProvider","The OPT-300 Signatory Identifier Reference must match the 'OrganizationID' pattern at Procedure level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00300-0202","pattern_matching","OPT-300-Contract-Signatory","The OPT-300 Signatory Identifier Reference must match the 'OrganizationID' pattern at Contract level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00300-0203","pattern_matching","OPT-300-Tenderer","The OPT-300 Signatory Identifier Reference must match the 'OrganizationID' pattern at Tenderer level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1209","pattern_matching","OPT-301-Lot-AddInfo","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1210","pattern_matching","OPT-301-Lot-DocProvider","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1211","pattern_matching","OPT-301-Lot-EmployLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1212","pattern_matching","OPT-301-Lot-EnvironLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1213","pattern_matching","OPT-301-Lot-FiscalLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1214","pattern_matching","OPT-301-Lot-Mediator","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1215","pattern_matching","OPT-301-Lot-ReviewInfo","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1216","pattern_matching","OPT-301-Lot-ReviewOrg","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1217","pattern_matching","OPT-301-Lot-TenderEval","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1218","pattern_matching","OPT-301-Lot-TenderReceipt","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Lot level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1219","pattern_matching","OPT-301-LotResult-Financing","The OPT-301 Financing Party (ID reference) must match the 'OrganizationID' pattern at LotResult level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1220","pattern_matching","OPT-301-LotResult-Paying","The OPT-301 Financing Party (ID reference) must match the 'OrganizationID' pattern at LotResult level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1221","pattern_matching","OPT-301-Part-AddInfo","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1222","pattern_matching","OPT-301-Part-DocProvider","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1223","pattern_matching","OPT-301-Part-EmployLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1224","pattern_matching","OPT-301-Part-EnvironLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1225","pattern_matching","OPT-301-Part-FiscalLegis","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1226","pattern_matching","OPT-301-Part-Mediator","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1227","pattern_matching","OPT-301-Part-ReviewInfo","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1228","pattern_matching","OPT-301-Part-ReviewOrg","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1229","pattern_matching","OPT-301-Part-TenderEval","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1230","pattern_matching","OPT-301-Part-TenderReceipt","The OPT-301 Financing Party (ID reference) must match the 'OrgOrTouchPointID' pattern at Part level.","NULL","NULL","NULL","all","ERROR","OrgOrTouchPointID"
"BR-OPT-00301-1233","pattern_matching","OPT-301-Tenderer-MainCont","The OPT-301 Financing Party (ID reference) must match the 'OrganizationID' pattern at Tenderer level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1234","pattern_matching","OPT-301-Tenderer-SubCont","The OPT-301 Financing Party (ID reference) must match the 'OrganizationID' pattern at Tenderer level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1336","pattern_matching","OPT-301-ReviewBody","OPT-301-ReviewBody must match the 'OrganizationID' pattern at Organization level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00301-1337","pattern_matching","OPT-301-ReviewReq","OPT-301-ReviewReq must match the 'OrganizationID' pattern at Organization level.","NULL","NULL","NULL","all","ERROR","OrganizationID"
"BR-OPT-00302-0051","pattern_matching","OPT-302-Organization","The OPT-302 Beneficial Owner Reference must match the 'BeneficialOwnerID' pattern at UBO level.","NULL","NULL","NULL","all","ERROR","BeneficialOwnerID"
"BR-OPT-00310-0052","pattern_matching","OPT-310-Tender","The OPT-310 Tendering Party ID Reference must match the 'TenderPartyID' pattern at Tender level.","NULL","NULL","NULL","all","ERROR","TenderPartyID"
"BR-OPT-00315-0051","pattern_matching","OPT-315-LotResult","The OPT-315 Contract Identifier Reference must match the 'ContractID' pattern at LotResult level.","NULL","NULL","NULL","all","ERROR","ContractID"
"BR-OPT-00316-0052","pattern_matching","OPT-316-Contract","The OPT-316 Contract technical Identifier must match the 'ContractID' pattern at Contract level.","NULL","NULL","NULL","all","ERROR","ContractID"
"BR-OPT-00320-0051","pattern_matching","OPT-320-LotResult","The OPT-320 Tender Identifier Reference must match the 'TenderID' pattern at LotResult level.","NULL","NULL","NULL","all","ERROR","TenderID"
"BR-OPT-00321-0052","pattern_matching","OPT-321-Tender","The OPT-321 Tender Technical Identifier must match the 'TenderID' pattern at Tender level.","NULL","NULL","NULL","all","ERROR","TenderID"
"BR-OPT-00322-0052","pattern_matching","OPT-322-LotResult","The OPT-322 LotResult Technical Identifier must match the 'ResID' pattern at LotResult level.","NULL","NULL","NULL","all","ERROR","ResultID"
